  328  15.0608 124.5987 645786.432 	  2016   1   1  2 43 30.000019 
  329  13.2268 124.2035 646068.754 	  2016   1   1  2 44  0.000017 
  330  11.3924 123.8124 646373.231 	  2016   1   1  2 44 30.000015 
  331   9.5578 123.4246 646700.299 	  2016   1   1  2 45  0.000013 
  332   7.7231 123.0397 647050.260 	  2016   1   1  2 45 30.000012 
  333   5.8883 122.6571 647423.284 	  2016   1   1  2 46  0.000010 
  334   4.0534 122.2761 647819.402 	  2016   1   1  2 46 30.000008 
  335   2.2187 121.8964 648238.509 	  2016   1   1  2 47  0.000006 
  336   0.3841 121.5173 648680.358 	  2016   1   1  2 47 30.000004 
  337  -1.4503 121.1383 649144.564 	  2016   1   1  2 48  0.000003 
  338  -3.2844 120.7590 649630.600 	  2016   1   1  2 48 30.000001 
  339  -5.1181 120.3788 650137.802 	  2016   1   1  2 48 59.999999 
  340  -6.9514 119.9971 650665.367 	  2016   1   1  2 49 29.999997 
  341  -8.7841 119.6135 651212.360 	  2016   1   1  2 49 59.999996 
  342 -10.6163 119.2274 651777.709 	  2016   1   1  2 50 29.999994 
  343 -12.4477 118.8382 652360.218 	  2016   1   1  2 50 59.999992 
  344 -14.2784 118.4454 652958.561 	  2016   1   1  2 51 29.999990 
  345 -16.1083 118.0482 653571.296 	  2016   1   1  2 51 59.999988 
  346 -17.9373 117.6460 654196.864 	  2016   1   1  2 52 29.999987 
  347 -19.7652 117.2381 654833.596 	  2016   1   1  2 52 59.999985 
  348 -21.5922 116.8238 655479.722 	  2016   1   1  2 53 29.999983 
  349 -23.4179 116.4022 656133.373 	  2016   1   1  2 53 59.999981 
  350 -25.2425 115.9723 656792.594 	  2016   1   1  2 54 30.000020 
  351 -27.0657 115.5334 657455.344 	  2016   1   1  2 55  0.000018 
  352 -28.8875 115.0841 658119.513 	  2016   1   1  2 55 30.000016 
  353 -30.7078 114.6234 658782.921 	  2016   1   1  2 56  0.000014 
  354 -32.5265 114.1499 659443.334 	  2016   1   1  2 56 30.000013 
  355 -34.3435 113.6622 660098.470 	  2016   1   1  2 57  0.000011 
  356 -36.1586 113.1585 660746.007 	  2016   1   1  2 57 30.000009 
  357 -37.9717 112.6371 661383.593 	  2016   1   1  2 58  0.000007 
  358 -39.7827 112.0958 662008.856 	  2016   1   1  2 58 30.000005 
  359 -41.5914 111.5321 662619.416 	  2016   1   1  2 59  0.000004 
  360 -43.3975 110.9434 663212.888 	  2016   1   1  2 59 30.000002 
  361 -45.2010 110.3264 663786.897 	  2016   1   1  3  0  0.000000 
  362 -47.0015 109.6774 664339.087 	  2016   1   1  3  0 29.999998 
  363 -48.7988 108.9920 664867.129 	  2016   1   1  3  0 59.999996 
  364 -50.5925 108.2653 665368.732 	  2016   1   1  3  1 29.999995 
  365 -52.3822 107.4912 665841.649 	  2016   1   1  3  1 59.999993 
  366 -54.1674 106.6626 666283.692 	  2016   1   1  3  2 29.999991 
  367 -55.9475 105.7708 666692.735 	  2016   1   1  3  2 59.999989 
  368 -57.7218 104.8055 667066.728 	  2016   1   1  3  3 29.999987 
